,Axial Position,External_Part_0_AC-TG,External_Part_1_GKT-TZM1-1,External_Part_2_NZ-TI,External_Part_3_HIP-1,External_Part_4_ELBOW,External_Part_5_GL-1,External_Part_6_GPA-2,Internal_Part_0_VRE-Mo-14,Internal_Part_1_CRU-Zr-D,Internal_Part_2_LID-Zr-D,Total Volume
814,81.4,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
815,81.5,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
816,81.6,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
817,81.7,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
818,81.8,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
819,81.9,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
820,82.0,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
821,82.1,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
822,82.2,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
823,82.3,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
824,82.4,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
825,82.5,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
826,82.6,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
827,82.7,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
828,82.8,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
829,82.9,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
830,83.0,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
831,83.1,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
832,83.2,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
833,83.3,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
834,83.4,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
835,83.5,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
836,83.6,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
837,83.7,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
838,83.8,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
839,83.9,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
840,84.0,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
841,84.1,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
842,84.2,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
843,84.3,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
844,84.4,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
845,84.5,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
846,84.6,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
847,84.7,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
848,84.8,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
849,84.9,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
850,85.0,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
851,85.1,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
852,85.2,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
853,85.3,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
854,85.4,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
855,85.5,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
856,85.6,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
857,85.7,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
858,85.8,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
859,85.9,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
860,86.0,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
861,86.1,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
862,86.2,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
863,86.3,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
864,86.4,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
865,86.5,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
866,86.6,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
867,86.7,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
868,86.8,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
869,86.9,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
870,87.0,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
871,87.1,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
872,87.2,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
873,87.3,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
874,87.4,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
875,87.5,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
876,87.6,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
877,87.7,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
878,87.8,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
879,87.9,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
880,88.0,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
881,88.1,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
882,88.2,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
883,88.3,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
884,88.4,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
885,88.5,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
886,88.6,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
887,88.7,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
888,88.8,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
889,88.9,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
890,89.0,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
891,89.1,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
892,89.2,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
893,89.3,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
894,89.4,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
895,89.5,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
896,89.6,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
897,89.7,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
898,89.8,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
899,89.9,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
900,90.0,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
901,90.1,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
902,90.2,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
903,90.3,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
904,90.4,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
905,90.5,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
906,90.6,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
907,90.7,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
908,90.8,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
909,90.9,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
910,91.0,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
911,91.1,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
912,91.2,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
913,91.3,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
914,91.4,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
915,91.5,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
916,91.6,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
917,91.7,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
918,91.8,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
919,91.9,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
920,92.0,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
921,92.1,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
922,92.2,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
923,92.3,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
924,92.4,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
925,92.5,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
926,92.6,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
927,92.7,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
928,92.8,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
929,92.9,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
930,93.0,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
931,93.1,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
932,93.2,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
933,93.3,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
934,93.4,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
935,93.5,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
936,93.6,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
937,93.7,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
938,93.8,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
939,93.9,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
940,94.0,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
941,94.1,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
942,94.2,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
943,94.3,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
944,94.4,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
945,94.5,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
946,94.6,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
947,94.7,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
948,94.8,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
949,94.9,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
950,95.0,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
951,95.1,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
952,95.2,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
953,95.3,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
954,95.4,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
955,95.5,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
956,95.6,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
957,95.7,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
958,95.8,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
959,95.9,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
960,96.0,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
961,96.1,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
962,96.2,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
963,96.3,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
964,96.4,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
965,96.5,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
966,96.6,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
967,96.7,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
968,96.8,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
969,96.9,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
970,97.0,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
971,97.1,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
972,97.2,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
973,97.3,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
974,97.4,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
975,97.5,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
976,97.6,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
977,97.7,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
978,97.8,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
979,97.9,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
980,98.0,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
981,98.1,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
982,98.2,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
983,98.3,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
984,98.4,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
985,98.5,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
986,98.6,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
987,98.7,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
988,98.8,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
989,98.9,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
990,99.0,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
991,99.1,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
992,99.2,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
993,99.3,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
994,99.4,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
995,99.5,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
996,99.6,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
997,99.7,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
998,99.8,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
999,99.9,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
1000,100.0,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
1001,100.1,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
1002,100.2,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
1003,100.3,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
1004,100.4,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
1005,100.5,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
1006,100.6,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
1007,100.7,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
1008,100.8,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
1009,100.9,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
1010,101.0,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
1011,101.1,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
1012,101.2,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
1013,101.3,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
1014,101.4,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
1015,101.5,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
1016,101.6,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
1017,101.7,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
1018,101.8,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
1019,101.9,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
1020,102.0,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
1021,102.1,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
1022,102.2,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
1023,102.3,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
1024,102.4,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
1025,102.5,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
1026,102.6,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
1027,102.7,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
1028,102.8,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
1029,102.9,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
1030,103.0,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
1031,103.1,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
1032,103.2,14.313882000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731000000000001,0.0,8.582882000000001
